id_ciudadano;id_usuario_asociado;fecha_alta;nombre;apellido;doc_nro;email;telefono;sexo;fecha_nacimiento;calle;calleAltura;contribuyente;enabled;habilitado;idCatastral;id_localidad;cuil;id_tipo_documento;id_sexo;id_nacionalidad;mails_chk;ren_chck;emp_chk;id_representacion;domicilio_manual;latitud;longitud;nivel_ciudadano;fecha_actualizacion;actualizado_por;codigo_postal
9345647;9506;25/11/2025;Lilia Ester;Pacheco;12150563;lilia.ester.pacheco532@example.com;1180168162;0;4/2/1980;Calle Falsa 9389;;;True;1;;25829;;1;;;True;True;;;0;;;;5/3/2026;seed@example.com;
8725015;9506;9/5/2025;Julia;Cosentino Coppola;45805090;julia.cosentino.coppola512@example.com;1188437155;1;14/6/1957;Güemes 8481;;;True;1;;25019;;1;;;True;True;;;0;;;;24/2/2026;seed@example.com;
8847378;9506;11/8/2025;Antonio;Quintaz;26328527;antonio.quintaz111@example.com;1125399131;0;29/7/1961;Pueyrredón 2234;;;True;1;;25019;;1;;;True;True;;;0;;;;9/3/2026;seed@example.com;
8816533;9506;17/7/2025;Alejandro Orlando;Romero;10366507;alejandro.orlando.romero625@example.com;;1;7/8/2000;9 de Julio 2555;;;True;1;;25019;23103665071;1;2;;True;True;;;0;;;;25/3/2026;seed@example.com;B1605
9700850;9506;19/3/2026;Gladys Maciel;Baez;35400113;gladys.maciel.baez494@example.com;1138373974;0;20/4/1973;Las Heras 5366;;;True;1;;25019;24354001136;1;;;True;True;;;0;;;;20/3/2026;seed@example.com;1605
8679976;9506;20/3/2025;Maria Del Carmen;Solimano Dal Pos;22970172;maria.del.carmen.solimano.dal.pos959@example.com;;1;14/3/1969;9 de Julio 468;;;True;1;;25019;23229701722;1;2;;True;True;;;0;;;;3/7/2025;seed@example.com;1605
9651707;9506;18/2/2026;Brenda;Galvan;30477021;brenda.galvan755@example.com;1170112169;0;6/5/1981;Castelli 4817;;;True;1;;14086;27304770217;1;1;;True;True;;;0;;;;19/2/2026;seed@example.com;1636
9143773;9506;26/8/2025;Pablo Federico;Ricchi;47297856;pablo.federico.ricchi592@example.com;1144457981;0;23/2/1962;Las Heras 7950;;;True;1;;14086;;1;;;True;True;;;0;;;;5/11/2025;seed@example.com;
9656747;9506;20/2/2026;Tamara;Barrera;22145410;tamara.barrera131@example.com;1171561851;1;20/7/1956;Güemes 2544;;;True;1;;25019;20221454100;1;;;True;True;;;0;;;;20/2/2026;seed@example.com;1605
8659861;9506;26/2/2025;Alicia Susana;Tusa;30386269;alicia.susana.tusa887@example.com;1112626647;0;1/12/1999;Independencia 2976;;;True;1;;25019;;1;;;True;True;;;0;;;;14/3/2025;seed@example.com;
9336651;9506;18/11/2025;Noemi Susana Pagano;Marty;29077553;;1168953965;0;23/6/1958;Calle Falsa 2111;;;True;1;;25019;;1;;;True;True;;;0;;;;;;
9318106;9506;6/11/2025;Yanina Maribel;Serman;40955305;yanina.maribel.serman623@example.com;;0;13/12/1985;Rivadavia 8872;;;True;1;;25019;23409553054;1;1;;True;True;;;0;;;;6/11/2025;seed@example.com;1605
8816536;9506;17/7/2025;Karina;Vega;29882129;karina.vega413@example.com;1181459929;0;10/7/1980;San Lorenzo 5285;;;True;1;;25019;;1;;;True;True;;;0;;;;19/3/2026;seed@example.com;
8835180;9506;31/7/2025;Marta Beatriz;Martinez;24957625;;1162466403;0;8/3/1952;9 de Julio 1887;;;True;1;;;;1;;;True;True;;;0;;;;1/8/2025;seed@example.com;
8798413;9506;1/7/2025;Gladys Haydee;Mascioni;20134838;gladys.haydee.mascioni141@example.com;;0;23/11/2007;San Martín 5304;;;True;1;;;20201348387;1;1;;True;True;;;0;;;;1/7/2025;;1605
9646666;9506;11/2/2026;Marcela;Kopas;48274248;marcela.kopas394@example.com;1100738103;1;18/11/1949;Rivadavia 3112;;;True;1;;25019;20482742485;1;2;;True;True;;;0;;;;5/3/2026;seed@example.com;1438
9306327;9506;31/10/2025;Laura;Cerezo;28057306;;1122650180;0;18/7/2006;San Martín 3979;;;True;1;;25019;;1;;;True;True;;;0;;;;5/2/2026;seed@example.com;
9350200;9506;27/11/2025;Alicia;Garrido;22801138;alicia.garrido898@example.com;1102262531;0;17/8/1984;Calle Falsa 6462;;;True;1;;;;1;;;True;True;;;0;;;;13/2/2026;seed@example.com;
8851119;9506;13/8/2025;Marcela Laura;Barro;30722603;;1154893678;0;5/10/1987;Las Heras 2531;;;True;1;;25019;;1;;;True;True;;;0;;;;13/3/2026;seed@example.com;
9619862;9506;5/2/2026;Samir Quimey;Gonzalez;25488672;samir.quimey.gonzalez376@example.com;1105276037;0;10/5/1953;Moreno 9713;;;True;1;;25019;24254886725;1;;;True;True;;;0;;;;9/2/2026;seed@example.com;1605
9433305;9506;9/12/2025;Marcelo Eduardo;Perez Vazquez;21761662;;1194971813;0;14/6/1995;Castelli 2285;;;True;1;;;;1;;;True;True;;;0;;;;;;
9344690;9506;25/11/2025;Diego Martin;Delsanto;18585732;diego.martin.delsanto698@example.com;1196438640;0;22/2/1956;Güemes 2085;;;True;1;;25021;;1;;;True;True;;;0;;;;27/1/2026;seed@example.com;
9300500;9506;27/10/2025;Facundo;Reyes;12651806;facundo.reyes1@example.com;1168688875;0;23/4/1995;25 de Mayo 5306;;;True;1;;25019;;1;;;True;True;;;0;;;;26/2/2026;seed@example.com;
8828531;9506;25/7/2025;Facundo;Vargas;42607179;facundo.vargas125@example.com;1177680196;0;5/4/1959;Sarmiento 6777;;;True;1;;25019;;1;;;True;True;;;0;;;;3/11/2025;seed@example.com;
8301137;9506;14/8/2024;Mariana;Herrero;10121985;;1150281544;0;6/2/1982;Belgrano 2129;;;True;1;;25021;;1;;;True;True;;;0;;;;;;
8852502;9506;14/8/2025;Estela Maris;Torrano;19159766;estela.maris.torrano295@example.com;1115125081;1;31/3/2003;Alvear 2804;;;True;1;;;;1;;;True;True;;;0;;;;16/3/2026;seed@example.com;
9329409;9506;13/11/2025;Viviana;Rauch;48729520;viviana.rauch80@example.com;1103423819;0;17/6/1952;Mitre 4109;;;True;1;;;;1;;;True;True;;;0;;;;2/3/2026;seed@example.com;
9567380;9506;12/1/2026;Miguel Alejandro;Perez;23066131;miguel.alejandro.perez223@example.com;;;11/8/1993;Güemes 9564;;;True;1;;25829;23230661311;1;;;True;True;;;0;;;;12/1/2026;seed@example.com;1667
9437913;9506;11/12/2025;Micaela Agustina;Luis;19109681;;1116156959;0;24/10/1980;Independencia 3157;;;True;1;;25019;;1;;;True;True;;;0;;;;12/12/2025;seed@example.com;
9197252;9506;7/10/2025;Maira Elizabeth;Di Benedetto,;25666852;maira.elizabeth.di.benedetto,177@example.com;1118455120;1;13/7/2006;Belgrano 4503;;;True;1;;;;1;;;True;True;;;0;;;;13/10/2025;seed@example.com;
9617620;9506;4/2/2026;Cristian Marcelo;Cabral;15692041;cristian.marcelo.cabral54@example.com;1192667394;0;6/7/1988;San Martín 9925;;;True;1;;25829;27156920411;1;;;True;True;;;0;;;;4/2/2026;seed@example.com;1644
8816791;9506;17/7/2025;Antonio;Cabrera;32780865;antonio.cabrera988@example.com;1112325488;0;14/3/1991;Av. Siempre Viva 5484;;;True;1;;25829;;1;;;True;True;;;0;;;;4/8/2025;seed@example.com;
8842415;9506;6/8/2025;Cristina;Martino;42173417;;1188854917;0;16/1/2008;Brown 1554;;;True;1;;25829;;1;;;True;True;;;0;;;;6/8/2025;seed@example.com;
9431546;9506;5/12/2025;Daniel;Manouelian;29682905;daniel.manouelian861@example.com;;0;8/2/1998;Belgrano 5091;;;True;1;;25829;23296829055;1;1;;True;True;;;0;;;;5/12/2025;seed@example.com;1667
9467487;9506;22/12/2025;Gabriela Alejandra;Spinelli;18198341;;1172118673;1;20/11/1972;San Martín 8054;;;True;1;;14086;;1;;;True;True;;;0;;;;12/3/2026;seed@example.com;
9348194;9506;26/11/2025;Diego;Jara;26210438;diego.jara609@example.com;1187975186;0;13/8/1967;Belgrano 1869;;;True;1;;;;1;;;True;True;;;0;;;;1/12/2025;seed@example.com;
8853617;9506;14/8/2025;Cecilia Eva;Fitor;28546079;cecilia.eva.fitor834@example.com;1158385856;1;11/6/1943;Moreno 949;;;True;1;;25829;23285460791;1;2;;True;True;;;0;;;;2/1/2026;seed@example.com;1603
9470605;9506;26/12/2025;Manuel Alberto;Avila;29620974;manuel.alberto.avila962@example.com;1140486249;0;19/9/1948;Brown 8649;;;True;1;;25022;;1;;;True;True;;;0;;;;29/12/2025;seed@example.com;
9450165;9506;15/12/2025;Claudio;Borasio;11837312;claudio.borasio681@example.com;1146699250;0;8/7/1994;Pueyrredón 2486;;;True;1;;;;1;;;True;True;;;0;;;;13/3/2026;seed@example.com;
9684411;9506;11/3/2026;Guillermo Luis;Miguel;11992379;guillermo.luis.miguel561@example.com;;;17/9/1999;Sarmiento 2990;;;True;1;;;20119923799;1;;;True;True;;;0;;;;;;1602
9170452;9506;17/9/2025;Julio Aquilino;Zylberberg;43204441;julio.aquilino.zylberberg786@example.com;1149403149;0;7/10/1954;Mitre 9326;;;True;1;;25015;;1;;;True;True;;;0;;;;19/1/2026;seed@example.com;
9165129;9506;12/9/2025;Agustin Nicolas;Coco;40575567;agustin.nicolas.coco654@example.com;1197924811;0;4/2/2003;Mitre 941;;;True;1;;;;1;;;True;True;;;0;;;;18/12/2025;seed@example.com;
8855761;9506;18/8/2025;Liliana Marta;Sinelli;31166476;liliana.marta.sinelli422@example.com;1192296475;0;6/10/2004;Moreno 1649;;;True;1;;25022;27311664765;1;1;;True;True;;;0;;;;26/3/2026;seed@example.com;1604
8822769;9506;22/7/2025;Jorge Marcelo;Paulisich;38564102;jorge.marcelo.paulisich915@example.com;1119105070;0;23/9/1960;Moreno 5190;;;True;1;;25015;27385641021;1;;;True;True;;;0;;;;27/2/2026;seed@example.com;
8352275;9506;22/10/2024;Mariela Edith;Molina;11270456;;1146728659;0;17/2/1948;Güemes 7481;;;True;1;;25022;;1;;;True;True;;;0;;;;13/1/2026;seed@example.com;
8846953;9506;10/8/2025;Juan Walter;Fernandez;31553724;juan.walter.fernandez665@example.com;;1;13/9/2005;Rivadavia 5170;;;True;1;;;23315537243;1;2;;True;True;;;0;;;;;;1602
8665289;9506;5/3/2025;Florencia Paula;Huarte;49145063;florencia.paula.huarte470@example.com;1189609989;0;11/12/1971;Sarmiento 367;;;True;1;;25022;;1;;;True;True;;;0;;;;;;
8715213;9506;28/4/2025;Maria Laura;Gonzalez;47322409;maria.laura.gonzalez522@example.com;1163433282;0;21/10/1946;Brown 7258;;;True;1;;25022;;1;;;True;True;;;0;;;;;;
9179183;9506;23/9/2025;Jose;Fressone;48544869;jose.fressone729@example.com;1190221855;1;19/2/1985;Mitre 2409;;;True;1;;25014;;1;;;True;True;;;0;;;;;;
8693642;9506;4/4/2025;Concepcion Susana;Ronchese;33128042;concepcion.susana.ronchese275@example.com;1101877931;;21/9/2003;Mitre 6708;;;True;1;;;;1;;;True;True;;;0;;;;4/4/2025;;
9170745;9506;17/9/2025;Olga Noemi;Eliana;16195853;;1169776227;1;16/12/1997;Las Heras 5337;;;True;1;;25022;;1;;;True;True;;;0;;;;;;
7786568;9506;12/6/2024;Pablo Ariel;Rodriguez;14075846;;1157954310;1;19/2/1967;Mitre 2819;;;True;1;;25022;;1;;;True;True;;;0;;;;;;
8296044;9506;7/8/2024;Carmen;Gil Olmos;46285483;carmen.gil.olmos118@example.com;1183605619;1;4/8/1937;Av. Siempre Viva 6776;;;True;1;;25022;24462854838;1;;;True;True;;;0;;;;19/6/2025;seed@example.com;
8493881;9506;31/1/2025;Elisa;Armanini;29489608;elisa.armanini557@example.com;1124941888;0;30/3/1942;Moreno 9099;;;True;1;;;;1;;;True;True;;;0;;;;;;
8755688;9506;22/5/2025;Rosario;Corvalan;29005361;;1189085936;0;15/5/1991;San Lorenzo 5033;;;True;1;;25022;;1;;;True;True;;;0;;;;11/12/2025;seed@example.com;
9609873;9506;30/1/2026;Veronica Mariel;Genovese;40939746;veronica.mariel.genovese150@example.com;1178065661;2;26/4/1972;Belgrano 2889;;;True;1;;25022;;1;;;True;True;;;0;;;;30/1/2026;seed@example.com;
8326500;9506;16/9/2024;Adela Marcela;Juarez Reyes;47808740;adela.marcela.juarez.reyes844@example.com;1132725812;1;25/8/1968;Alvear 4533;;;True;1;;25022;;1;;;True;True;;;0;;;;1/10/2025;seed@example.com;
8715621;9506;28/4/2025;Gabriel Alejandro;Martinez;25121078;gabriel.alejandro.martinez305@example.com;1127968654;0;13/11/1973;Av. Siempre Viva 2366;;;True;1;;25022;;1;;;True;True;;;0;;;;15/12/2025;seed@example.com;
8671441;9506;11/3/2025;Lidia Zulma;Barretto;40447628;;1106762999;1;28/7/1981;Rivadavia 918;;;True;1;;25022;;1;;;True;True;;;0;;;;;;
7788481;9506;14/6/2024;Alicia Maria;Pirker;32873733;alicia.maria.pirker659@example.com;1148751410;1;27/9/1966;Pueyrredón 4339;;;True;1;;25022;;1;;;True;True;;;0;;;;;;
7787374;9506;13/6/2024;Alberto Oscar;Guiance;45137858;alberto.oscar.guiance265@example.com;1134286325;1;7/8/1984;Calle Falsa 5681;;;True;1;;25015;20451378583;1;;;True;True;;;0;;;;13/5/2025;seed@example.com;
8825925;9506;24/7/2025;Luisa;Oscar;34035535;luisa.oscar752@example.com;1182692432;0;19/10/1988;25 de Mayo 1393;;;True;1;;25022;;1;;;True;True;;;0;;;;13/1/2026;seed@example.com;
9303124;9506;29/10/2025;Marcelo;Arevalo;41595711;marcelo.arevalo795@example.com;1181296838;1;9/12/1958;25 de Mayo 669;;;True;1;;25015;;1;;;True;True;;;0;;;;18/12/2025;seed@example.com;
9318858;9506;6/11/2025;Claudia;Igolnikov;29908346;claudia.igolnikov750@example.com;;0;10/8/1989;Mitre 386;;;True;1;;25022;;1;;;True;True;;;0;;;;;;
7804045;9506;8/7/2024;Larissa Maria;Varela;34966526;;1136289261;0;16/10/1952;Urquiza 1523;;;True;1;;25022;;1;;;True;True;;;0;;;;4/9/2025;seed@example.com;
9436385;9506;10/12/2025;Daniela Rosana;Duran;45319593;;1113139784;1;21/12/1961;Moreno 9444;;;True;1;;25022;;1;;;True;True;;;0;;;;;;
8653634;9506;19/2/2025;Susana Gabriela;Gomez;49169386;susana.gabriela.gomez932@example.com;1117632569;1;21/8/1957;Rivadavia 8515;;;True;1;;25017;24491693864;1;2;;True;True;;;0;;;;2/6/2025;seed@example.com;1603
9163932;9506;11/9/2025;Sabina;Martinez;19438826;sabina.martinez912@example.com;;1;6/5/1950;Moreno 4948;;;True;1;;25017;24194388268;1;2;;True;True;;;0;;;;24/2/2026;seed@example.com;1603
9563896;9506;8/1/2026;Mariana Elizabeth;Noceda;39414169;mariana.elizabeth.noceda4@example.com;;0;6/6/1994;Las Heras 5355;;;True;1;;25017;27394141693;1;;;True;True;;;0;;;;8/1/2026;seed@example.com;1603
9305773;9506;30/10/2025;Luisa;Lacomba;32889519;;1140826532;0;6/12/1994;Moreno 8807;;;True;1;;25017;;1;;;True;True;;;0;;;;;;
8834784;9506;30/7/2025;Paula;Carrizo;35490419;paula.carrizo903@example.com;;0;5/6/1985;San Lorenzo 3331;;;True;1;;;24354904191;1;1;;True;True;;;0;;;;;;584
9568284;9506;12/1/2026;Susana Beatriz;Ibarra;47113386;susana.beatriz.ibarra687@example.com;;1;8/2/2001;San Martín 319;;;True;1;;25017;23471133868;1;2;;True;True;;;0;;;;29/1/2026;seed@example.com;1603
9687814;9506;12/3/2026;Marta Magdalena;Michael;32577133;marta.magdalena.michael105@example.com;1122032167;0;16/8/1981;Belgrano 2069;;;True;1;;25017;23325771335;1;1;;True;True;;;0;;;;27/3/2026;seed@example.com;
8382375;9506;28/11/2024;Sofia;Roldan;49666118;sofia.roldan164@example.com;1132833837;0;10/5/1975;Belgrano 1468;;;True;1;;25017;;1;;;True;True;;;0;;;;19/2/2026;seed@example.com;
9199258;9506;9/10/2025;Norma Hilda;Federico;35233144;norma.hilda.federico400@example.com;1129898005;0;15/6/1936;San Lorenzo 3746;;;True;1;;25017;;1;;;True;True;;;0;;;;3/3/2026;seed@example.com;
9160769;9506;9/9/2025;Luis Alberto;Gomez;13245566;luis.alberto.gomez208@example.com;1142915563;0;27/6/1943;Güemes 764;;;True;1;;25014;;1;;;True;True;;;0;;;;12/9/2025;seed@example.com;
8853028;9506;14/8/2025;Palma;Mileto;33381237;palma.mileto14@example.com;1161532209;0;5/11/2000;25 de Mayo 5498;;;True;1;;25017;;1;;;True;True;;;0;;;;13/3/2026;seed@example.com;
9348190;9506;26/11/2025;Sofia;Sanchez;37066795;;1152331405;1;7/12/1966;Moreno 3551;;;True;1;;;;1;;;True;True;;;0;;;;1/12/2025;seed@example.com;
9574030;9506;15/1/2026;Laureana Tais;Segovia;19767190;laureana.tais.segovia393@example.com;1119953171;0;7/6/1977;25 de Mayo 7875;;;True;1;;25017;23197671909;1;;;True;True;;;0;;;;15/1/2026;seed@example.com;1603
9346353;9506;25/11/2025;Camila Denise;Vazquez;27585838;camila.denise.vazquez126@example.com;;1;1/10/1973;San Lorenzo 6063;;;True;1;;;20275858386;1;2;;True;True;;;0;;;;17/3/2026;;1603
9600018;9506;26/1/2026;Adriana Verónica;Marsili;36392881;adriana.veronica.marsili412@example.com;1141599287;0;28/6/1955;Av. Siempre Viva 6611;;;True;1;;25829;24363928817;1;;;True;True;;;0;;;;2/2/2026;seed@example.com;1638
8837322;9506;1/8/2025;Sandra Vanesa;Gavazza;26348796;sandra.vanesa.gavazza349@example.com;1168283725;1;27/7/1976;Pueyrredón 1976;;;True;1;;25015;;1;;;True;True;;;0;;;;;;
8837321;9506;1/8/2025;Luciano;Velazquez Camejo;17771110;luciano.velazquez.camejo433@example.com;1176552166;1;15/8/1987;San Lorenzo 7629;;;True;1;;25015;;1;;;True;True;;;0;;;;7/8/2025;seed@example.com;
8836096;9506;31/7/2025;Liliana Enriqueta;Saucedo;36182115;liliana.enriqueta.saucedo907@example.com;1124652486;0;23/1/1994;Las Heras 9678;;;True;1;;25015;;1;;;True;True;;;0;;;;12/3/2026;seed@example.com;
9168673;9506;16/9/2025;Olga Beatriz;Cantone;37291631;olga.beatriz.cantone319@example.com;1138034991;0;18/4/1990;Sarmiento 7031;;;True;1;;;;1;;;True;True;;;0;;;;14/10/2025;seed@example.com;
9160338;9506;9/9/2025;Nilda Graciela;Landau;21552349;;1155775814;0;29/11/1954;Rivadavia 8731;;;True;1;;25017;;1;;;True;True;;;0;;;;15/1/2026;seed@example.com;
8682993;9506;25/3/2025;Carlos Alberto;Aisemberg;43328683;carlos.alberto.aisemberg459@example.com;;0;31/3/1981;Independencia 1233;;;True;1;;25022;;1;;;True;True;;;0;;;;;;
8725101;9506;9/5/2025;Regino;Paletta;24482940;regino.paletta425@example.com;1199245382;0;9/3/1941;Calle Falsa 1996;;;True;1;;25017;23244829403;1;;;True;True;;;0;;;;17/3/2026;seed@example.com;
9592648;9506;21/1/2026;Debora Ruth;Zufriategui;41526189;debora.ruth.zufriategui393@example.com;1191733761;0;4/9/1955;Calle Falsa 6124;;;True;1;;25017;27415261897;1;;;True;True;;;0;;;;5/2/2026;seed@example.com;1636
9159249;9506;8/9/2025;Blanca Esther;Catapano;28975438;blanca.esther.catapano210@example.com;1144054142;1;30/10/1974;Brown 1735;;;True;1;;25022;;1;;;True;True;;;0;;;;;;
9624522;9506;9/2/2026;Rosa Beatriz;Bulacios;34329911;rosa.beatriz.bulacios739@example.com;1172496689;1;14/3/1946;Calle Falsa 6535;;;True;1;;25829;24343299119;1;2;;True;True;;;0;;;;17/3/2026;seed@example.com;1428
9567231;9506;12/1/2026;Antonio Ernesto;Degtiar;44309484;antonio.ernesto.degtiar309@example.com;1174386699;;20/12/1936;Lavalle 6266;;;True;1;;25829;24443094846;1;;;True;True;;;0;;;;12/1/2026;seed@example.com;1000
9708792;9506;26/3/2026;Carlos Alberto;Msapeh;45098984;carlos.alberto.msapeh924@example.com;1152510829;0;9/2/2008;Independencia 7130;;;True;1;;25829;24450989847;1;;;True;True;;;0;;;;26/3/2026;seed@example.com;1614
9560498;9506;7/1/2026;Diego;Del Col;11721137;diego.del.col898@example.com;1127206121;0;6/2/1948;Rivadavia 4738;;;True;1;;25829;23117211376;1;;;True;True;;;0;;;;7/1/2026;seed@example.com;1614
8725186;9506;9/5/2025;Agustin Nicolas;Marconetto;46061308;agustin.nicolas.marconetto183@example.com;;0;1/4/1945;Mitre 8280;;;True;1;;25829;27460613086;1;1;;True;True;;;0;;;;23/2/2026;seed@example.com;1428
9653839;9506;19/2/2026;Osvaldo;Blanco;19511276;osvaldo.blanco230@example.com;;0;2/7/2003;San Lorenzo 6445;;;True;1;;25829;20195112767;1;;;True;True;;;0;;;;19/2/2026;seed@example.com;1000
9450897;9506;16/12/2025;Maria Victoria;Corredera;32590786;maria.victoria.corredera469@example.com;1131093288;0;24/4/1970;Urquiza 1015;;;True;1;;;;1;;;True;True;;;0;;;;;;
8669816;9506;10/3/2025;Mayra Jacqueline;Reynoso;12971559;mayra.jacqueline.reynoso510@example.com;;1;27/1/2007;Lavalle 2772;;;True;1;;25829;27129715592;1;2;;True;True;;;0;;;;10/3/2025;seed@example.com;1429
9065308;9506;21/8/2025;Alberto;Gonzalez;23104297;alberto.gonzalez730@example.com;1159899271;0;20/8/1959;San Lorenzo 1331;;;True;1;;25829;27231042975;1;1;;True;True;;;0;;;;22/10/2025;seed@example.com;1429
8758999;9506;26/5/2025;Gabriela Isabel;Delacqua;40839007;gabriela.isabel.delacqua362@example.com;1192997337;1;17/10/1973;Lavalle 2036;;;True;1;;25829;;1;;;True;True;;;0;;;;;;
9688749;9506;13/3/2026;Natalia Del Carmen;D'agostino;27122724;natalia.del.carmen.d'agostino162@example.com;;0;30/5/2000;Pueyrredón 1902;;;True;1;;;20271227242;1;1;;True;True;;;0;;;;;;1429
9349986;9506;27/11/2025;Mariel Elizabeth;Hipolito;18534914;mariel.elizabeth.hipolito882@example.com;1178133051;0;20/8/2001;Las Heras 5659;;;True;1;;25829;;1;;;True;True;;;0;;;;;;
8846554;9506;8/8/2025;Santiago;Calzona;40103950;santiago.calzona706@example.com;1135239943;1;8/4/1977;Urquiza 1531;;;True;1;;25014;;1;;;True;True;;;0;;;;20/2/2026;seed@example.com;
9316033;9506;4/11/2025;Alberto;Cuccione;38889210;alberto.cuccione736@example.com;1124678331;0;10/6/1963;San Lorenzo 1678;;;True;1;;25829;;1;;;True;True;;;0;;;;20/3/2026;seed@example.com;
9656742;9506;20/2/2026;Maria Laura;Cambiasso;45253121;maria.laura.cambiasso593@example.com;1179919759;0;3/6/1982;9 de Julio 7936;;;True;1;;25829;20452531210;1;;;True;True;;;0;;;;20/2/2026;seed@example.com;1611
8834255;9506;30/7/2025;Beatriz Hilda;Montaña;14764760;beatriz.hilda.montana532@example.com;1185604799;0;16/7/1937;Av. Siempre Viva 8146;;;True;1;;;;1;;;True;True;;;0;;;;12/2/2026;seed@example.com;
9572739;9506;14/1/2026;Omar Eduardo;Bentancor Romano;24837203;omar.eduardo.bentancor.romano360@example.com;;;9/10/1979;Pueyrredón 6944;;;True;1;;25829;23248372031;1;;;True;True;;;0;;;;15/1/2026;seed@example.com;1615
9182780;9506;26/9/2025;María Leonida;Normino;10634888;maria.leonida.normino845@example.com;;0;18/3/1984;Alvear 759;;;True;1;;;24106348883;1;1;;True;True;;;0;;;;30/1/2026;;1638
9175202;9506;19/9/2025;Adriana;Lopez Nocera;32024473;adriana.lopez.nocera549@example.com;1126743104;0;28/7/1941;Brown 6415;;;True;1;;25014;20320244739;1;1;;True;True;;;0;;;;19/9/2025;seed@example.com;1638
8754194;9506;21/5/2025;Bárbara Noel;Sanchez;36663446;barbara.noel.sanchez315@example.com;1182924298;0;18/10/1973;Brown 6064;;;True;1;;25014;27366634462;1;1;;True;True;;;0;;;;5/1/2026;seed@example.com;1638
9430463;9506;5/12/2025;Loreley Beatriz;Canosa;48386365;;1126078628;1;11/3/1989;Av. Siempre Viva 8988;;;True;1;;;;1;;;True;True;;;0;;;;;;
8787520;9506;19/6/2025;Flavio Rey;Galione;39587523;;1128576275;0;11/8/1959;Brown 563;;;True;1;;25014;;1;;;True;True;;;0;;;;17/3/2026;seed@example.com;
9651914;9506;18/2/2026;Daniel Horacio;Figueroa;13690453;daniel.horacio.figueroa101@example.com;1152167683;0;25/10/1972;San Martín 6588;;;True;1;;25829;24136904534;1;;;True;True;;;0;;;;18/2/2026;seed@example.com;1753
8834167;9506;30/7/2025;Miguel Angel;Perez;16556319;miguel.angel.perez407@example.com;1126972505;0;14/8/1983;9 de Julio 4754;;;True;1;;;;1;;;True;True;;;0;;;;2/9/2025;seed@example.com;
9616986;9506;4/2/2026;Horacio Joaquin;Best;33451005;horacio.joaquin.best959@example.com;;1;18/11/1992;San Lorenzo 1544;;;True;1;;25829;23334510059;1;;;True;True;;;0;;;;4/2/2026;seed@example.com;1651
9491864;9506;6/1/2026;Micaela;Bernardez;10864159;micaela.bernardez806@example.com;1102665572;0;16/12/1936;Castelli 9306;;;True;1;;25829;24108641598;1;;;True;True;;;0;;;;6/1/2026;seed@example.com;1650
9663365;9506;25/2/2026;Juan Martin;Sanchez;31104551;juan.martin.sanchez891@example.com;1191260457;0;12/1/2000;Güemes 8665;;;True;1;;25829;27311045514;1;;;True;True;;;0;;;;25/2/2026;seed@example.com;1614
8370784;9506;13/11/2024;Tomas Gabriel;Schmitt;42534149;tomas.gabriel.schmitt726@example.com;1133968691;0;3/5/1963;Calle Falsa 2873;;;True;1;;14087;;1;;;True;True;;;0;;;;30/4/2025;seed@example.com;
9577078;9506;16/1/2026;Juan Carlos;Velazquez;49586378;juan.carlos.velazquez471@example.com;1108945182;0;28/3/1990;Sarmiento 8922;;;True;1;;14087;23495863788;1;;;True;True;;;0;;;;20/1/2026;seed@example.com;1636
9473900;9506;30/12/2025;Leonardo Cesar;Caravias Bustamante;19548702;leonardo.cesar.caravias.bustamante705@example.com;1130862048;0;7/4/2004;9 de Julio 4708;;;True;1;;14087;27195487029;1;;;True;True;;;0;;;;30/12/2025;seed@example.com;1637
9595923;9506;23/1/2026;Noemi;De Ieso;27659007;noemi.de.ieso807@example.com;1172668383;0;2/2/1967;Urquiza 481;;;True;1;;25015;24276590075;1;;;True;True;;;0;;;;23/1/2026;seed@example.com;1006
8841202;9506;5/8/2025;Ines;Servetto;39370388;ines.servetto985@example.com;;1;24/5/2003;Belgrano 9790;;;True;1;;;23393703880;1;2;;True;True;;;0;;;;24/3/2026;;1637
9604049;9506;28/1/2026;Emmanuel Lisandro;Zorrilla;31634794;;1137211929;0;2/11/1993;25 de Mayo 7394;;;True;1;;25014;23316347946;1;;;True;True;;;0;;;;28/1/2026;seed@example.com;1638
8833368;9506;30/7/2025;Alfredo Amado;Selandari;44736304;alfredo.amado.selandari377@example.com;1198434913;0;23/11/1956;Pueyrredón 7056;;;True;1;;14087;;1;;;True;True;;;0;;;;12/1/2026;seed@example.com;
8653847;9506;19/2/2025;Sergio;Schein;39162708;sergio.schein368@example.com;1114832386;1;6/12/1943;Mitre 8568;;;True;1;;14087;23391627080;1;2;;True;True;;;0;;;;25/2/2025;seed@example.com;1636
8806052;9506;8/7/2025;Daniel Orlando;Serquen Yamunaque;37596030;daniel.orlando.serquen.yamunaque633@example.com;;1;2/12/1956;Güemes 7234;;;True;1;;;23375960307;1;2;;True;True;;;0;;;;11/2/2026;;1637
9187237;9506;30/9/2025;Juan Pablo;Puddington;15990370;juan.pablo.puddington202@example.com;;0;31/12/1967;Sarmiento 9273;;;True;1;;;27159903703;1;1;;True;True;;;0;;;;2/2/2026;;1636
